category,id,name,level,sockets,rarity,core_effects,effects
Faeblades,1E6772,Obsidian Blades,mirrorblades_dlc1_unique01_p,40,0,Unique,1E6784,
Faeblades,1E6771,Obsidian Blades,mirrorblades_dlc1_unique01_o,38,0,Unique,1E6783,
Faeblades,1E6770,Obsidian Blades,mirrorblades_dlc1_unique01_n,36,0,Unique,1E6782,
Faeblades,1E676F,Obsidian Blades,mirrorblades_dlc1_unique01_m,34,0,Unique,1E6781,
Faeblades,1E676E,Obsidian Blades,mirrorblades_dlc1_unique01_l,32,0,Unique,1E6780,
Faeblades,1E676D,Obsidian Blades,mirrorblades_dlc1_unique01_k,30,0,Unique,1E677F,
Faeblades,1E676C,Obsidian Blades,mirrorblades_dlc1_unique01_j,28,0,Unique,1E677E,
Faeblades,1E676B,Obsidian Blades,mirrorblades_dlc1_unique01_i,26,0,Unique,1E677D,
Faeblades,1E676A,Obsidian Blades,mirrorblades_dlc1_unique01_h,24,0,Unique,1E677C,
Faeblades,1E6769,Obsidian Blades,mirrorblades_dlc1_unique01_g,22,0,Unique,1E677B,
Faeblades,1E6768,Obsidian Blades,mirrorblades_dlc1_unique01_f,20,0,Unique,1E677A,
Faeblades,1E6767,Obsidian Blades,mirrorblades_dlc1_unique01_e,18,0,Unique,1E6779,
Faeblades,1E6766,Obsidian Blades,mirrorblades_dlc1_unique01_d,16,0,Unique,1E6778,
Faeblades,1E6765,Obsidian Blades,mirrorblades_dlc1_unique01_c,14,0,Unique,1E6777,
Faeblades,1E6764,Obsidian Blades,mirrorblades_dlc1_unique01_b,12,0,Unique,1E6776,
Faeblades,1E6763,Obsidian Blades,mirrorblades_dlc1_unique01_a,10,0,Unique,1E6775,
Longbow,1E667A,Eye,longbow_dlc1_unique02_r,44,0,Unique,1E66811E734A,
Longbow,1E6679,Eye,longbow_dlc1_unique02_q,42,0,Unique,1E66811E7349,
Longbow,1E6678,Eye,longbow_dlc1_unique02_p,40,0,Unique,1E66811E7348,
Longbow,1E6677,Eye,longbow_dlc1_unique02_o,38,0,Unique,1E66811E7347,
Longbow,1E6676,Eye,longbow_dlc1_unique02_n,36,0,Unique,1E66811E7346,
Longbow,1E6675,Eye,longbow_dlc1_unique02_m,34,0,Unique,1E66811E7345,
Longbow,1E6674,Eye,longbow_dlc1_unique02_l,32,0,Unique,1E66811E7344,
Longbow,1E6673,Eye,longbow_dlc1_unique02_k,30,0,Unique,1E66811E7343,
Longbow,1E6672,Eye,longbow_dlc1_unique02_j,28,0,Unique,1E66811E7342,
Longbow,1E6671,Eye,longbow_dlc1_unique02_i,26,0,Unique,1E66811E7341,
Longbow,1E6670,Eye,longbow_dlc1_unique02_h,24,0,Unique,1E66811E7340,
Longbow,1E666F,Eye,longbow_dlc1_unique02_g,22,0,Unique,1E66811E733F,
Longbow,1E666E,Eye,longbow_dlc1_unique02_f,20,0,Unique,1E66811E733E,
Longbow,1E666D,Eye,longbow_dlc1_unique02_e,18,0,Unique,1E66811E733D,
Longbow,1E666C,Eye,longbow_dlc1_unique02_d,16,0,Unique,1E66811E733C,
Longbow,1E666A,Eye,longbow_dlc1_unique02_c,14,0,Unique,1E66811E733B,
Longbow,1E6669,Eye,longbow_dlc1_unique02_b,12,0,Unique,1E66811E733A,
Longbow,1E6668,Eye,longbow_dlc1_unique02_a,10,0,Unique,1E66811E6680,
Ring,1E65C9,Family Ring,DLC2_QuestItem_SQ09_Ring,2,0,Common,,
Longbow,1E6550,Silver Stag,longbow_dlc1_unique01_r,44,0,Unique,1E65631E6562,1E659A
Longbow,1E654F,Silver Stag,longbow_dlc1_unique01_q,42,0,Unique,1E65631E6561,1E659A
Longbow,1E654E,Silver Stag,longbow_dlc1_unique01_p,40,0,Unique,1E65631E6560,1E659A
Longbow,1E654D,Silver Stag,longbow_dlc1_unique01_o,38,0,Unique,1E65631E655F,1E659A
Longbow,1E654C,Silver Stag,longbow_dlc1_unique01_n,36,0,Unique,1E65631E655E,1E659A
Longbow,1E654B,Silver Stag,longbow_dlc1_unique01_m,34,0,Unique,1E65631E655D,1E659A
Longbow,1E654A,Silver Stag,longbow_dlc1_unique01_l,32,0,Unique,1E65631E655C,1E659A
Longbow,1E6549,Silver Stag,longbow_dlc1_unique01_k,30,0,Unique,1E65631E655B,1E659A
Longbow,1E6548,Silver Stag,longbow_dlc1_unique01_j,28,0,Unique,1E65631E655A,1E659A
Longbow,1E6547,Silver Stag,longbow_dlc1_unique01_i,26,0,Unique,1E65631E6559,1E659A
Longbow,1E6546,Silver Stag,longbow_dlc1_unique01_h,24,0,Unique,1E65631E6558,1E659A
Longbow,1E6545,Silver Stag,longbow_dlc1_unique01_g,22,0,Unique,1E65631E6557,1E659A
Longbow,1E6543,Silver Stag,longbow_dlc1_unique01_f,20,0,Unique,1E65631E6556,1E659A
Longbow,1E6542,Silver Stag,longbow_dlc1_unique01_e,18,0,Unique,1E65631E6555,1E659A
Longbow,1E6541,Silver Stag,longbow_dlc1_unique01_d,16,0,Unique,1E65631E6554,1E659A
Longbow,1E6540,Silver Stag,longbow_dlc1_unique01_c,14,0,Unique,1E65631E6553,1E659A
Longbow,1E653F,Silver Stag,longbow_dlc1_unique01_b,12,0,Unique,1E65631E6552,1E659A
Longbow,1E653E,Silver Stag,longbow_dlc1_unique01_a,10,0,Unique,1E65631E6551,1E659A
Greathammer,1E60F9,The Spine,greathammer_dlc1_unique02_r,44,0,Unique,1E610F,
Greathammer,1E60F8,The Spine,greathammer_dlc1_unique02_q,42,0,Unique,1E610E,
Greathammer,1E60F7,The Spine,greathammer_dlc1_unique02_p,40,0,Unique,1E610D,
Greathammer,1E60F6,The Spine,greathammer_dlc1_unique02_o,38,0,Unique,1E610C,
Greathammer,1E60F5,The Spine,greathammer_dlc1_unique02_n,36,0,Unique,1E610B,
Greathammer,1E60F4,The Spine,greathammer_dlc1_unique02_m,34,0,Unique,1E610A,
Greathammer,1E60F3,The Spine,greathammer_dlc1_unique02_l,32,0,Unique,1E6109,
Greathammer,1E60F2,The Spine,greathammer_dlc1_unique02_k,30,0,Unique,1E6108,
Greathammer,1E60F1,The Spine,greathammer_dlc1_unique02_j,28,0,Unique,1E6107,
Greathammer,1E60F0,The Spine,greathammer_dlc1_unique02_i,26,0,Unique,1E6106,
Greathammer,1E60EF,The Spine,greathammer_dlc1_unique02_h,24,0,Unique,1E6105,
Greathammer,1E60EE,The Spine,greathammer_dlc1_unique02_g,22,0,Unique,1E6104,
Greathammer,1E60ED,The Spine,greathammer_dlc1_unique02_f,20,0,Unique,1E6103,
Greathammer,1E60EC,The Spine,greathammer_dlc1_unique02_e,18,0,Unique,1E6102,
Greathammer,1E60EB,The Spine,greathammer_dlc1_unique02_d,16,0,Unique,1E6101,
Greathammer,1E60EA,The Spine,greathammer_dlc1_unique02_c,14,0,Unique,1E6100,
Greathammer,1E60E9,The Spine,greathammer_dlc1_unique02_b,12,0,Unique,1E60FF,
Greathammer,1E60E8,The Spine,greathammer_dlc1_unique02_a,10,0,Unique,1E60FD,
Greathammer,1E5FC5,Shipbuilder's Mate,greathammer_dlc1_unique01_r,44,0,Unique,1E5FEE,1E60D3
Greathammer,1E5FC4,Shipbuilder's Mate,greathammer_dlc1_unique01_q,42,0,Unique,1E5FED,1E60D3
Greathammer,1E5FC3,Shipbuilder's Mate,greathammer_dlc1_unique01_p,40,0,Unique,1E5FEB,1E60D3
Greathammer,1E5FC2,Shipbuilder's Mate,greathammer_dlc1_unique01_o,38,0,Unique,1E5FEA,1E60D3
Greathammer,1E5FC1,Shipbuilder's Mate,greathammer_dlc1_unique01_n,36,0,Unique,1E5FE8,1E60D3
Greathammer,1E5FC0,Shipbuilder's Mate,greathammer_dlc1_unique01_m,34,0,Unique,1E5FE7,1E60D3
Greathammer,1E5FBF,Shipbuilder's Mate,greathammer_dlc1_unique01_l,32,0,Unique,1E5FE5,1E60D3
Greathammer,1E5FBE,Shipbuilder's Mate,greathammer_dlc1_unique01_k,30,0,Unique,1E5FE4,1E60D3
Greathammer,1E5FBD,Shipbuilder's Mate,greathammer_dlc1_unique01_j,28,0,Unique,1E5FE2,1E60D3
Greathammer,1E5FBC,Shipbuilder's Mate,greathammer_dlc1_unique01_i,26,0,Unique,1E5FE1,1E60D3
Greathammer,1E5FBB,Shipbuilder's Mate,greathammer_dlc1_unique01_h,24,0,Unique,1E5FDF,1E60D3
Greathammer,1E5FBA,Shipbuilder's Mate,greathammer_dlc1_unique01_g,22,0,Unique,1E5FDE,1E60D3
Greathammer,1E5FB9,Shipbuilder's Mate,greathammer_dlc1_unique01_f,20,0,Unique,1E5FDC,1E60D3
Greathammer,1E5FB8,Shipbuilder's Mate,greathammer_dlc1_unique01_e,18,0,Unique,1E5FDA,1E60D3
Greathammer,1E5FB7,Shipbuilder's Mate,greathammer_dlc1_unique01_d,16,0,Unique,1E5FD9,1E60D3
Greathammer,1E5FB6,Shipbuilder's Mate,greathammer_dlc1_unique01_c,14,0,Unique,1E5FD7,1E60D3
Greathammer,1E5FB5,Shipbuilder's Mate,greathammer_dlc1_unique01_b,12,0,Unique,1E5FD6,1E60D3
Greathammer,1E5FB4,Shipbuilder's Mate,greathammer_dlc1_unique01_a,10,0,Unique,1E5FD4,1E60D3
Greatsword,1E5F13,Trencher,sword2h_dlc1_unique02_r,44,0,Unique,1E5F301E5F2F,
Greatsword,1E5F12,Trencher,sword2h_dlc1_unique02_q,42,0,Unique,1E5F301E5F2E,
Greatsword,1E5F11,Trencher,sword2h_dlc1_unique02_p,40,0,Unique,1E5F301E5F2D,
Greatsword,1E5F10,Trencher,sword2h_dlc1_unique02_o,38,0,Unique,1E5F301E5F2C,
Greatsword,1E5F0F,Trencher,sword2h_dlc1_unique02_n,36,0,Unique,1E5F301E5F2B,
Greatsword,1E5F0E,Trencher,sword2h_dlc1_unique02_m,34,0,Unique,1E5F301E5F2A,
Greatsword,1E5F0D,Trencher,sword2h_dlc1_unique02_l,32,0,Unique,1E5F301E5F29,
Greatsword,1E5F0C,Trencher,sword2h_dlc1_unique02_k,30,0,Unique,1E5F301E5F28,
Greatsword,1E5F0B,Trencher,sword2h_dlc1_unique02_j,28,0,Unique,1E5F301E5F27,
Greatsword,1E5F0A,Trencher,sword2h_dlc1_unique02_i,26,0,Unique,1E5F301E5F26,
Greatsword,1E5F09,Trencher,sword2h_dlc1_unique02_h,24,0,Unique,1E5F301E5F25,
Greatsword,1E5F08,Trencher,sword2h_dlc1_unique02_g,22,0,Unique,1E5F301E5F24,
Greatsword,1E5F07,Trencher,sword2h_dlc1_unique02_f,20,0,Unique,1E5F301E5F23,
Greatsword,1E5F06,Trencher,sword2h_dlc1_unique02_e,18,0,Unique,1E5F301E5F22,
Greatsword,1E5F05,Trencher,sword2h_dlc1_unique02_d,16,0,Unique,1E5F301E5F21,
Greatsword,1E5F04,Trencher,sword2h_dlc1_unique02_c,14,0,Unique,1E5F301E5F20,
Greatsword,1E5F03,Trencher,sword2h_dlc1_unique02_b,12,0,Unique,1E5F301E5F1F,
Greatsword,1E5F02,Trencher,sword2h_dlc1_unique02_a,10,0,Unique,1E5F301E5F1E,
Greatsword,1E5E5E,The Harpy,sword2h_dlc1_unique01_r,44,0,Unique,1E5E7D1E5E7A,
Greatsword,1E5E5D,The Harpy,sword2h_dlc1_unique01_q,42,0,Unique,1E5E7D1E5E79,
Greatsword,1E5E5C,The Harpy,sword2h_dlc1_unique01_p,40,0,Unique,1E5E7D1E5E78,
Greatsword,1E5E5B,The Harpy,sword2h_dlc1_unique01_o,38,0,Unique,1E5E7D1E5E76,
Greatsword,1E5E5A,The Harpy,sword2h_dlc1_unique01_n,36,0,Unique,1E5E7D1E5E75,
Greatsword,1E5E59,The Harpy,sword2h_dlc1_unique01_m,34,0,Unique,1E5E7D1E5E73,
Greatsword,1E5E58,The Harpy,sword2h_dlc1_unique01_l,32,0,Unique,1E5E7D1E5E72,
Greatsword,1E5E57,The Harpy,sword2h_dlc1_unique01_k,30,0,Unique,1E5E7D1E5E70,
Greatsword,1E5E56,The Harpy,sword2h_dlc1_unique01_j,28,0,Unique,1E5E7D1E5E6F,
Greatsword,1E5E55,The Harpy,sword2h_dlc1_unique01_i,26,0,Unique,1E5E7D1E5E6D,
Greatsword,1E5E54,The Harpy,sword2h_dlc1_unique01_h,24,0,Unique,1E5E7D1E5E6C,
Greatsword,1E5E53,The Harpy,sword2h_dlc1_unique01_g,22,0,Unique,1E5E7D1E5E6A,
Greatsword,1E5E52,The Harpy,sword2h_dlc1_unique01_f,20,0,Unique,1E5E7D1E5E69,
Greatsword,1E5E51,The Harpy,sword2h_dlc1_unique01_e,18,0,Unique,1E5E7D1E5E68,
Greatsword,1E5E50,The Harpy,sword2h_dlc1_unique01_d,16,0,Unique,1E5E7D1E5E67,
Greatsword,1E5E4F,The Harpy,sword2h_dlc1_unique01_c,14,0,Unique,1E5E7D1E5E66,
Greatsword,1E5E4E,The Harpy,sword2h_dlc1_unique01_b,12,0,Unique,1E5E7D1E5E65,
Greatsword,1E5E4D,The Harpy,sword2h_dlc1_unique01_a,10,0,Unique,1E5E7D1E5E64,
Longsword,1E5D66,Niskaru Blade,sword1h_dlc1_unique02_r,44,0,Unique,1E5E4C,
Longsword,1E5D65,Niskaru Blade,sword1h_dlc1_unique02_q,42,0,Unique,1E5E4B,
Longsword,1E5D64,Niskaru Blade,sword1h_dlc1_unique02_p,40,0,Unique,1E5E4A,
Longsword,1E5D62,Niskaru Blade,sword1h_dlc1_unique02_o,38,0,Unique,1E5E49,
Longsword,1E5D60,Niskaru Blade,sword1h_dlc1_unique02_n,36,0,Unique,1E5E48,
Longsword,1E5D5D,Niskaru Blade,sword1h_dlc1_unique02_m,34,0,Unique,1E5E47,
Longsword,1E5D5A,Niskaru Blade,sword1h_dlc1_unique02_l,32,0,Unique,1E5E46,
Longsword,1E5D59,Niskaru Blade,sword1h_dlc1_unique02_k,30,0,Unique,1E5E45,
Longsword,1E5D58,Niskaru Blade,sword1h_dlc1_unique02_j,28,0,Unique,1E5E44,
Longsword,1E5D56,Niskaru Blade,sword1h_dlc1_unique02_i,26,0,Unique,1E5E43,
Longsword,1E5D55,Niskaru Blade,sword1h_dlc1_unique02_h,24,0,Unique,1E5E42,
Longsword,1E5D54,Niskaru Blade,sword1h_dlc1_unique02_g,22,0,Unique,1E5E41,
Longsword,1E5D53,Niskaru Blade,sword1h_dlc1_unique02_f,20,0,Unique,1E5E40,
Longsword,1E5D52,Niskaru Blade,sword1h_dlc1_unique02_e,18,0,Unique,1E5E3F,
Longsword,1E5D51,Niskaru Blade,sword1h_dlc1_unique02_d,16,0,Unique,1E5E3E,
Longsword,1E5D50,Niskaru Blade,sword1h_dlc1_unique02_c,14,0,Unique,1E5E3D,
Longsword,1E5D4F,Niskaru Blade,sword1h_dlc1_unique02_b,12,0,Unique,1E5E3C,
Longsword,1E5D4E,Niskaru Blade,sword1h_dlc1_unique02_a,10,0,Unique,1E5E3B,
Longsword,1E5CFB,Torment,sword1h_dlc1_unique01_r,44,0,Unique,1E5D161E5D2B,1E5D15
Longsword,1E5CFA,Torment,sword1h_dlc1_unique01_q,42,0,Unique,1E5D161E5D2A,1E5D15
Longsword,1E5CF9,Torment,sword1h_dlc1_unique01_p,40,0,Unique,1E5D161E5D29,1E5D15
Longsword,1E5CF8,Torment,sword1h_dlc1_unique01_o,38,0,Unique,1E5D161E5D28,1E5D15
Longsword,1E5CF7,Torment,sword1h_dlc1_unique01_n,36,0,Unique,1E5D161E5D27,1E5D15
Longsword,1E5CF6,Torment,sword1h_dlc1_unique01_m,34,0,Unique,1E5D161E5D26,1E5D15
Longsword,1E5CF5,Torment,sword1h_dlc1_unique01_l,32,0,Unique,1E5D161E5D25,1E5D15
Longsword,1E5CF4,Torment,sword1h_dlc1_unique01_k,30,0,Unique,1E5D161E5D24,1E5D15
Longsword,1E5CF3,Torment,sword1h_dlc1_unique01_j,28,0,Unique,1E5D161E5D23,1E5D15
Longsword,1E5CF2,Torment,sword1h_dlc1_unique01_i,26,0,Unique,1E5D161E5D21,1E5D15
Longsword,1E5CF1,Torment,sword1h_dlc1_unique01_h,24,0,Unique,1E5D161E5D20,1E5D15
Longsword,1E5CF0,Torment,sword1h_dlc1_unique01_g,22,0,Unique,1E5D161E5D1E,1E5D15
Longsword,1E5CEF,Torment,sword1h_dlc1_unique01_f,20,0,Unique,1E5D161E5D1D,1E5D15
Longsword,1E5CEE,Torment,sword1h_dlc1_unique01_e,18,0,Unique,1E5D161E5D1B,1E5D15
Longsword,1E5CED,Torment,sword1h_dlc1_unique01_d,16,0,Unique,1E5D161E5D1A,1E5D15
Longsword,1E5CEB,Torment,sword1h_dlc1_unique01_c,14,0,Unique,1E5D161E5D19,1E5D15
Longsword,1E5CEA,Torment,sword1h_dlc1_unique01_b,12,0,Unique,1E5D161E5E30,1E5D15
Longsword,1E5CE9,Torment,sword1h_dlc1_unique01_a,10,0,Unique,1E5D161E5E2F,1E5D15
Feet,1E55E6,Crypsis Boots,mage_dlc1_set02_feet_r,44,0,Set,,05E7D81E8BE0
Feet,1E55E5,Crypsis Boots,mage_dlc1_set02_feet_q,42,0,Set,,05E7D81E8BDF
Feet,1E55E4,Crypsis Boots,mage_dlc1_set02_feet_p,40,0,Set,,05E7D81E8BDE
Feet,1E55E3,Crypsis Boots,mage_dlc1_set02_feet_o,38,0,Set,,05E7D81E8BDD
Feet,1E55E2,Crypsis Boots,mage_dlc1_set02_feet_n,36,0,Set,,05E7D81E8BDC
Feet,1E55E1,Crypsis Boots,mage_dlc1_set02_feet_m,34,0,Set,,05E7D81E8BDB
Feet,1E55E0,Crypsis Boots,mage_dlc1_set02_feet_l,32,0,Set,,05E7D81E8BDA
Feet,1E55DF,Crypsis Boots,mage_dlc1_set02_feet_k,30,0,Set,,05E7D81E8BD9
Feet,1E55DE,Crypsis Boots,mage_dlc1_set02_feet_j,28,0,Set,,05E7D81E8BD8
Feet,1E55DD,Crypsis Boots,mage_dlc1_set02_feet_i,26,0,Set,,05E7D81E8BD7
Feet,1E55DC,Crypsis Boots,mage_dlc1_set02_feet_h,24,0,Set,,05E7D81E8BD6
Feet,1E55DB,Crypsis Boots,mage_dlc1_set02_feet_g,22,0,Set,,05E7D81E8BD5
Feet,1E55DA,Crypsis Boots,mage_dlc1_set02_feet_f,20,0,Set,,05E7D81E8BD4
Feet,1E55D9,Crypsis Boots,mage_dlc1_set02_feet_e,18,0,Set,,05E7D81E8BD3
Feet,1E55D8,Crypsis Boots,mage_dlc1_set02_feet_d,16,0,Set,,05E7D81E8BD2
Feet,1E55D7,Crypsis Boots,mage_dlc1_set02_feet_c,14,0,Set,,05E7D81E8BD1
Feet,1E55D6,Crypsis Boots,mage_dlc1_set02_feet_b,12,0,Set,,05E7D81E8BD0
Feet,1E55D4,Crypsis Boots,mage_dlc1_set02_feet_a,10,0,Set,,05E7D81E5493
Hands,1E55D3,Hands of the Mimic,mage_dlc1_set02_hands_r,44,0,Set,,05E7D61E8B5E
Hands,1E55D2,Hands of the Mimic,mage_dlc1_set02_hands_q,42,0,Set,,05E7D61E8B5D
Hands,1E55D1,Hands of the Mimic,mage_dlc1_set02_hands_p,40,0,Set,,05E7D61E8B5C
Hands,1E55D0,Hands of the Mimic,mage_dlc1_set02_hands_o,38,0,Set,,05E7D61E8B5B
Hands,1E55CF,Hands of the Mimic,mage_dlc1_set02_hands_n,36,0,Set,,05E7D61E8B59
Hands,1E55CE,Hands of the Mimic,mage_dlc1_set02_hands_m,34,0,Set,,05E7D61E8B58
Hands,1E55CD,Hands of the Mimic,mage_dlc1_set02_hands_l,32,0,Set,,05E7D61E8B57
Hands,1E55CC,Hands of the Mimic,mage_dlc1_set02_hands_k,30,0,Set,,05E7D61E8B56
Hands,1E55CB,Hands of the Mimic,mage_dlc1_set02_hands_j,28,0,Set,,05E7D61E8B55
Hands,1E55CA,Hands of the Mimic,mage_dlc1_set02_hands_i,26,0,Set,,05E7D61E8B54
Hands,1E55C9,Hands of the Mimic,mage_dlc1_set02_hands_h,24,0,Set,,05E7D61E8B53
Hands,1E55C8,Hands of the Mimic,mage_dlc1_set02_hands_g,22,0,Set,,05E7D61E8B52
Hands,1E55C7,Hands of the Mimic,mage_dlc1_set02_hands_f,20,0,Set,,05E7D61E8B51
Hands,1E55C6,Hands of the Mimic,mage_dlc1_set02_hands_e,18,0,Set,,05E7D61E8B50
Hands,1E55C5,Hands of the Mimic,mage_dlc1_set02_hands_d,16,0,Set,,05E7D61E8B4F
Hands,1E55C4,Hands of the Mimic,mage_dlc1_set02_hands_c,14,0,Set,,05E7D61E8B4E
Hands,1E55C3,Hands of the Mimic,mage_dlc1_set02_hands_b,12,0,Set,,05E7D61E8B4D
Hands,1E55C2,Hands of the Mimic,mage_dlc1_set02_hands_a,10,0,Set,,05E7D61E5492
Hat,1E55AF,Living Cowl,mage_dlc1_set02_head_r,44,0,Set,,05E7D51E8B40
Hat,1E55AE,Living Cowl,mage_dlc1_set02_head_q,42,0,Set,,05E7D51E8B3F
Hat,1E55AD,Living Cowl,mage_dlc1_set02_head_p,40,0,Set,,05E7D51E8B3E
Hat,1E55AC,Living Cowl,mage_dlc1_set02_head_o,38,0,Set,,05E7D51E8B3D
Hat,1E55AB,Living Cowl,mage_dlc1_set02_head_n,36,0,Set,,05E7D51E8B3C
Hat,1E55AA,Living Cowl,mage_dlc1_set02_head_m,34,0,Set,,05E7D51E8B3B
Hat,1E55A9,Living Cowl,mage_dlc1_set02_head_l,32,0,Set,,05E7D51E8B39
Hat,1E55A8,Living Cowl,mage_dlc1_set02_head_k,0,0,Set,,05E7D51E8B38
Hat,1E55A7,Living Cowl,mage_dlc1_set02_head_j,28,0,Set,,05E7D51E8B37
Hat,1E55A6,Living Cowl,mage_dlc1_set02_head_i,26,0,Set,,05E7D51E8B36
Hat,1E55A5,Living Cowl,mage_dlc1_set02_head_h,24,0,Set,,05E7D51E8B35
Hat,1E55A4,Living Cowl,mage_dlc1_set02_head_g,22,0,Set,,05E7D51E8B34
Hat,1E55A3,Living Cowl,mage_dlc1_set02_head_f,20,0,Set,,05E7D51E8B33
Hat,1E55A2,Living Cowl,mage_dlc1_set02_head_e,18,0,Set,,05E7D51E8B32
Hat,1E55A1,Living Cowl,mage_dlc1_set02_head_d,16,0,Set,,05E7D51E8B31
Hat,1E55A0,Living Cowl,mage_dlc1_set02_head_c,14,0,Set,,05E7D51E8B30
Hat,1E559F,Living Cowl,mage_dlc1_set02_head_b,12,0,Set,,05E7D51E8B2F
Hat,1E559E,Living Cowl,mage_dlc1_set02_head_a,10,0,Set,,05E7D51E5490
Feet,1E5507,Children of Erathell Boots,mage_dlc1_set01_feet_r,44,0,Set,,05E7D81E8B16
Feet,1E5506,Children of Erathell Boots,mage_dlc1_set01_feet_q,42,0,Set,,05E7D81E8B15
Feet,1E5505,Children of Erathell Boots,mage_dlc1_set01_feet_p,40,0,Set,,05E7D81E8B14
Feet,1E5504,Children of Erathell Boots,mage_dlc1_set01_feet_o,38,0,Set,,05E7D81E8B13
Feet,1E5503,Children of Erathell Boots,mage_dlc1_set01_feet_n,36,0,Set,,05E7D81E8B12
Feet,1E5502,Children of Erathell Boots,mage_dlc1_set01_feet_m,34,0,Set,,05E7D81E8B10
Feet,1E5501,Children of Erathell Boots,mage_dlc1_set01_feet_l,32,0,Set,,05E7D81E8B0F
Feet,1E5500,Children of Erathell Boots,mage_dlc1_set01_feet_k,30,0,Set,,05E7D81E8B0E
Feet,1E54FF,Children of Erathell Boots,mage_dlc1_set01_feet_j,28,0,Set,,05E7D81E8B0D
Feet,1E54FE,Children of Erathell Boots,mage_dlc1_set01_feet_i,26,0,Set,,05E7D81E8B0C
Feet,1E54FD,Children of Erathell Boots,mage_dlc1_set01_feet_h,24,0,Set,,05E7D81E8B0B
Feet,1E54FC,Children of Erathell Boots,mage_dlc1_set01_feet_g,22,0,Set,,05E7D81E8B0A
Feet,1E54FB,Children of Erathell Boots,mage_dlc1_set01_feet_f,20,0,Set,,05E7D81E8B09
Feet,1E54FA,Children of Erathell Boots,mage_dlc1_set01_feet_e,18,0,Set,,05E7D81E8B08
Feet,1E54F9,Children of Erathell Boots,mage_dlc1_set01_feet_d,16,0,Set,,05E7D81E8B07
Feet,1E54F8,Children of Erathell Boots,mage_dlc1_set01_feet_c,14,0,Set,,05E7D81E8B06
Feet,1E54F7,Children of Erathell Boots,mage_dlc1_set01_feet_b,12,0,Set,,05E7D81E8B05
Feet,1E54F6,Children of Erathell Boots,mage_dlc1_set01_feet_a,10,0,Set,,05E7D81E548F
Hands,1E54F5,Children of Erathell Gloves,mage_dlc1_set01_hands_r,44,0,Set,,05E7D61E8AD0
Hands,1E54F4,Children of Erathell Gloves,mage_dlc1_set01_hands_q,42,0,Set,,05E7D61E8ACF
Hands,1E54F3,Children of Erathell Gloves,mage_dlc1_set01_hands_p,40,0,Set,,05E7D61E8ACE
Hands,1E54F2,Children of Erathell Gloves,mage_dlc1_set01_hands_o,38,0,Set,,05E7D61E8ACD
Hands,1E54F1,Children of Erathell Gloves,mage_dlc1_set01_hands_n,36,0,Set,,05E7D61E8ACC
Hands,1E54F0,Children of Erathell Gloves,mage_dlc1_set01_hands_m,34,0,Set,,05E7D61E8ACB
Hands,1E54EF,Children of Erathell Gloves,mage_dlc1_set01_hands_l,32,0,Set,,05E7D61E8ACA
Hands,1E54EE,Children of Erathell Gloves,mage_dlc1_set01_hands_k,30,0,Set,,05E7D61E8AC9
Hands,1E54ED,Children of Erathell Gloves,mage_dlc1_set01_hands_j,28,0,Set,,05E7D61E8AC8
Hands,1E54EC,Children of Erathell Gloves,mage_dlc1_set01_hands_i,26,0,Set,,05E7D61E8AC7
Hands,1E54EB,Children of Erathell Gloves,mage_dlc1_set01_hands_h,24,0,Set,,05E7D61E8AC5
Hands,1E54EA,Children of Erathell Gloves,mage_dlc1_set01_hands_g,22,0,Set,,05E7D61E8AC4
Hands,1E54E9,Children of Erathell Gloves,mage_dlc1_set01_hands_f,20,0,Set,,05E7D61E8AC3
Hands,1E54E8,Children of Erathell Gloves,mage_dlc1_set01_hands_e,18,0,Set,,05E7D61E8AC2
Hands,1E54E7,Children of Erathell Gloves,mage_dlc1_set01_hands_d,16,0,Set,,05E7D61E8AC1
Hands,1E54E6,Children of Erathell Gloves,mage_dlc1_set01_hands_c,14,0,Set,,05E7D61E8AC0
Hands,1E54E5,Children of Erathell Gloves,mage_dlc1_set01_hands_b,12,0,Set,,05E7D61E8ABF
Hands,1E54E4,Children of Erathell Gloves,mage_dlc1_set01_hands_a,10,0,Set,,05E7D61E548E
Feet,1E5462,Survivor's Boots,rogue_dlc1_set02_feet_r,44,0,Set,,081EDE1E8A2A
Feet,1E545F,Survivor's Boots,rogue_dlc1_set02_feet_q,42,0,Set,,081EDE1E8A29
Feet,1E545C,Survivor's Boots,rogue_dlc1_set02_feet_p,40,0,Set,,081EDE1E8A28
Feet,1E545A,Survivor's Boots,rogue_dlc1_set02_feet_o,38,0,Set,,081EDE1E8A27
Feet,1E5457,Survivor's Boots,rogue_dlc1_set02_feet_n,36,0,Set,,081EDE1E8A25
Feet,1E5454,Survivor's Boots,rogue_dlc1_set02_feet_m,34,0,Set,,081EDE1E8A24
Feet,1E5452,Survivor's Boots,rogue_dlc1_set02_feet_l,32,0,Set,,081EDE1E8A22
Feet,1E5450,Survivor's Boots,rogue_dlc1_set02_feet_k,30,0,Set,,081EDE1E8A21
Feet,1E544F,Survivor's Boots,rogue_dlc1_set02_feet_j,28,0,Set,,081EDE1E8A20
Feet,1E544D,Survivor's Boots,rogue_dlc1_set02_feet_i,26,0,Set,,081EDE1E8A1F
Feet,1E544C,Survivor's Boots,rogue_dlc1_set02_feet_h,24,0,Set,,081EDE1E8A1E
